#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
GUT_GENOME063136_00111	457412.RSAG_02637	4.8e-41	173.7	Ruminococcaceae	dnaX		2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1TPS9@1239,247J7@186801,3WGA1@541000,COG2812@1,COG2812@2	NA|NA|NA	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity
GUT_GENOME063136_00134	1235802.C823_03464	5.1e-187	661.8	Clostridia	lanM			ko:K20385	ko02024,map02024				ko00000,ko00001				Bacteria	1TS6F@1239,247JU@186801,COG4403@1,COG4403@2	NA|NA|NA	V	type 2 lantibiotic biosynthesis protein LanM
GUT_GENOME063136_00136	1235802.C823_03462	4.2e-23	114.0	Clostridia													Bacteria	1VDD1@1239,24PSH@186801,2E1WI@1,32X5R@2	NA|NA|NA		
GUT_GENOME063136_00137	1235802.C823_03461	5e-23	113.2	Bacteria				ko:K07729					ko00000,ko03000				Bacteria	COG1476@1,COG1476@2	NA|NA|NA	K	sequence-specific DNA binding
GUT_GENOME063136_00138	1235802.C823_03460	7.9e-144	517.3	Clostridia				ko:K20486	ko02020,ko02024,map02020,map02024				ko00000,ko00001,ko01000,ko01002				Bacteria	1TS1X@1239,24B4P@186801,COG1404@1,COG1404@2	NA|NA|NA	M	Belongs to the peptidase S8 family
GUT_GENOME063136_00139	1235802.C823_03459	3.9e-245	854.4	Eubacteriaceae	lanT		3.6.3.27	ko:K06021,ko:K06148,ko:K13409,ko:K20386	ko02010,ko02024,ko04626,map02010,map02024,map04626	M00339			ko00000,ko00001,ko00002,ko01000,ko02000,ko02044	3.A.1,3.A.1.110,3.A.1.111.1			Bacteria	1V77J@1239,25E7C@186801,25W6V@186806,COG2274@1,COG2274@2	NA|NA|NA	P	ABC transporter transmembrane region
GUT_GENOME063136_00144	1256908.HMPREF0373_02085	6.3e-168	596.7	Eubacteriaceae													Bacteria	1TYQI@1239,24FIE@186801,25W18@186806,COG5464@1,COG5464@2	NA|NA|NA	S	Putative transposase, YhgA-like
GUT_GENOME063136_00145	1256908.HMPREF0373_02084	0.0	1518.4	Clostridia													Bacteria	1UZ4K@1239,24E3F@186801,28JU4@1,2Z9J7@2	NA|NA|NA	S	Psort location Cytoplasmic, score
GUT_GENOME063136_00146	1256908.HMPREF0373_02083	0.0	1376.3	Clostridia													Bacteria	1US59@1239,2481X@186801,28KXU@1,2ZADN@2	NA|NA|NA		
GUT_GENOME063136_00147	537007.BLAHAN_05438	4e-16	92.8	Blautia													Bacteria	1VK4B@1239,24WAV@186801,2BPFQ@1,33HIQ@2,3Y1YF@572511	NA|NA|NA		
GUT_GENOME063136_00148	1256908.HMPREF0373_02081	1.8e-74	285.0	Clostridia													Bacteria	1VPV0@1239,24VTE@186801,2EV7R@1,33NNH@2	NA|NA|NA		
GUT_GENOME063136_00149	1256908.HMPREF0373_02080	0.0	1365.9	Clostridia													Bacteria	1TPW1@1239,24ASV@186801,COG4548@1,COG4548@2	NA|NA|NA	P	COG COG4548 Nitric oxide reductase activation protein
GUT_GENOME063136_00150	1256908.HMPREF0373_02079	0.0	1179.9	Eubacteriaceae													Bacteria	1UZ11@1239,25M2N@186801,25XBP@186806,COG0714@1,COG0714@2	NA|NA|NA	P	Psort location Cytoplasmic, score
GUT_GENOME063136_00168	411470.RUMGNA_01222	1.2e-189	669.1	Blautia	glmS2			ko:K10708,ko:K19510			R08125	RC00053,RC01805	ko00000,ko01000				Bacteria	1TRTA@1239,24BGB@186801,3XZXY@572511,COG2222@1,COG2222@2	NA|NA|NA	M	SIS domain
GUT_GENOME063136_00169	1235835.C814_01694	4.9e-98	364.4	Ruminococcaceae													Bacteria	1TPA9@1239,24F6M@186801,3WKC7@541000,COG0627@1,COG0627@2	NA|NA|NA	S	Putative esterase
