GUT_GENOME001440_02576	GUT_GENOME001431_00986;9ddc31e64eec7be4d512d76ab106836d	267	Pfam	PF18106	Rolling Circle replication initiation protein N-terminal domain	1	GUT_GENOME001431_00986;27	1.4E-7	T	21-06-2019	IPR040819	Rolling Circle replication initiation protein, N-terminal
GUT_GENOME001440_02576	GUT_GENOME001431_00986;9ddc31e64eec7be4d512d76ab106836d	267	Pfam	PF02486	Replication initiation factor	35	GUT_GENOME001431_00986;238	1.0E-69	T	21-06-2019	IPR003491	Replication initiation factor	GO:0003677|GO:0003916|GO:0006270
GUT_GENOME001440_02577	GUT_GENOME001431_02249;902e2cb1c698e2115e248f25d09a6b16	134	Coils	Coil		47	GUT_GENOME001431_02249;67	-	T	21-06-2019
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	SMART	SM00347		25	GUT_GENOME001429_00964;126	2.8E-11	T	21-06-2019	IPR000835	MarR-type HTH domain	GO:0003700|GO:0006355
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	Pfam	PF01047	MarR family	33	GUT_GENOME001429_00964;90	2.7E-8	T	21-06-2019	IPR000835	MarR-type HTH domain	GO:0003700|GO:0006355
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	Gene3D	G3DSA:1.10.10.10		4	GUT_GENOME001429_00964;138	4.8E-23	T	21-06-2019	IPR036388	Winged helix-like DNA-binding domain superfamily
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	ProSiteProfiles	PS50995	MarR-type HTH domain profile.	1	GUT_GENOME001429_00964;138	21.349	T	21-06-2019	IPR000835	MarR-type HTH domain	GO:0003700|GO:0006355
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	PANTHER	PTHR42742:SF1		7	GUT_GENOME001429_00964;141	2.9E-19	T	21-06-2019
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	PANTHER	PTHR42742		7	GUT_GENOME001429_00964;141	2.9E-19	T	21-06-2019
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	PRINTS	PR00598	Bacterial regulatory protein MarR family signature	67	GUT_GENOME001429_00964;82	9.4E-6	T	21-06-2019	IPR000835	MarR-type HTH domain	GO:0003700|GO:0006355
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	PRINTS	PR00598	Bacterial regulatory protein MarR family signature	86	GUT_GENOME001429_00964;102	9.4E-6	T	21-06-2019	IPR000835	MarR-type HTH domain	GO:0003700|GO:0006355
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	PRINTS	PR00598	Bacterial regulatory protein MarR family signature	116	GUT_GENOME001429_00964;136	9.4E-6	T	21-06-2019	IPR000835	MarR-type HTH domain	GO:0003700|GO:0006355
GUT_GENOME001440_02574	GUT_GENOME001429_00964;953d79ff0abe1f6ff7f7fd7a09499d7e	149	SUPERFAMILY	SSF46785		8	GUT_GENOME001429_00964;144	2.98E-23	T	21-06-2019	IPR036390	Winged helix DNA-binding domain superfamily
GUT_GENOME001440_02575	GUT_GENOME001429_00963;7e83c8d987166de0f6c8705016d8b7ad	385	CDD	cd06423	CESA_like	84	GUT_GENOME001429_00963;258	7.13288E-39	T	21-06-2019
GUT_GENOME001440_02575	GUT_GENOME001429_00963;7e83c8d987166de0f6c8705016d8b7ad	385	SUPERFAMILY	SSF53448		68	GUT_GENOME001429_00963;352	1.17E-41	T	21-06-2019	IPR029044	Nucleotide-diphospho-sugar transferases
GUT_GENOME001440_02575	GUT_GENOME001429_00963;7e83c8d987166de0f6c8705016d8b7ad	385	Gene3D	G3DSA:3.90.550.10		60	GUT_GENOME001429_00963;290	6.6E-35	T	21-06-2019	IPR029044	Nucleotide-diphospho-sugar transferases
GUT_GENOME001440_02575	GUT_GENOME001429_00963;7e83c8d987166de0f6c8705016d8b7ad	385	PANTHER	PTHR43630		38	GUT_GENOME001429_00963;367	4.9E-52	T	21-06-2019
