#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
GUT_GENOME001853_00549	546273.VEIDISOL_00801	GUT_GENOME001853_00549;1.6e-85	GUT_GENOME001853_00549;322.0	Negativicutes	mreD	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0008360,GO:0016020,GO:0016021,GO:0022603,GO:0022604,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0071944		ko:K03571					ko00000,ko03036	9.B.157.1			Bacteria	1VIRZ@1239,4H5P2@909932,COG2891@1,COG2891@2	NA|NA|NA	M	rod shape-determining protein MreD
GUT_GENOME001853_00548	546273.VEIDISOL_00800	GUT_GENOME001853_00548;1.4e-164	GUT_GENOME001853_00548;585.5	Negativicutes	mreC	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007163,GO:0008150,GO:0008360,GO:0009273,GO:0009987,GO:0016020,GO:0016021,GO:0022603,GO:0022604,GO:0030428,GO:0031224,GO:0031226,GO:0042546,GO:0043621,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0071554,GO:0071840,GO:0071944,GO:0071963		ko:K03570					ko00000,ko03036	9.B.157.1			Bacteria	1TR1V@1239,4H2TV@909932,COG1792@1,COG1792@2	NA|NA|NA	M	Involved in formation and maintenance of cell shape
GUT_GENOME001853_00541	479436.Vpar_1029	GUT_GENOME001853_00541;5.8e-186	GUT_GENOME001853_00541;656.8	Negativicutes	sufD			ko:K07033,ko:K09015					ko00000				Bacteria	1TRQJ@1239,4H43G@909932,COG0719@1,COG0719@2	NA|NA|NA	O	SufB sufD domain protein
GUT_GENOME001853_00540	546273.VEIDISOL_01016	GUT_GENOME001853_00540;2.5e-236	GUT_GENOME001853_00540;824.3	Negativicutes	sufS		2.8.1.7,4.4.1.16	ko:K04487,ko:K11717	ko00450,ko00730,ko01100,ko04122,map00450,map00730,map01100,map04122		R03599,R07460,R11528,R11529	RC00961,RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029				Bacteria	1TQ1W@1239,4H2RA@909932,COG0520@1,COG0520@2	NA|NA|NA	E	Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine
GUT_GENOME001853_00543	546273.VEIDISOL_01013	GUT_GENOME001853_00543;2.1e-129	GUT_GENOME001853_00543;468.4	Negativicutes	sufC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008150,GO:0008152,GO:0009314,GO:0009628,GO:0009987,GO:0016043,GO:0016226,GO:0022607,GO:0031163,GO:0044085,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051186,GO:0071840		ko:K09013					ko00000,ko02000			iECH74115_1262.ECH74115_2396,iECIAI1_1343.ECIAI1_1734,iECIAI39_1322.ECIAI39_1376,iECSP_1301.ECSP_2249,iECs_1301.ECs2389,iEcSMS35_1347.EcSMS35_1514,iG2583_1286.G2583_2077,iSFV_1184.SFV_1705,iSFxv_1172.SFxv_1919,iSSON_1240.SSON_1474,iS_1188.S1844,iZ_1308.Z2710	Bacteria	1TQ98@1239,4H1YB@909932,COG0396@1,COG0396@2	NA|NA|NA	O	FeS assembly ATPase SUFC
GUT_GENOME001853_00542	479436.Vpar_1030	GUT_GENOME001853_00542;3.1e-275	GUT_GENOME001853_00542;953.7	Negativicutes	sufB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009536,GO:0009842,GO:0009987,GO:0016043,GO:0016226,GO:0016787,GO:0016788,GO:0022607,GO:0031163,GO:0034641,GO:0040007,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0051186,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360		ko:K07033,ko:K09014					ko00000			iAPECO1_1312.APECO1_760,iECH74115_1262.ECH74115_2397,iECSF_1327.ECSF_1543,iECSP_1301.ECSP_2250,iUTI89_1310.UTI89_C1875,ic_1306.c2078	Bacteria	1TQ21@1239,4H2PA@909932,COG0719@1,COG0719@2	NA|NA|NA	O	FeS assembly protein SUFB
GUT_GENOME001853_00545	546273.VEIDISOL_01011	GUT_GENOME001853_00545;2.6e-65	GUT_GENOME001853_00545;254.6	Negativicutes	M1-1022		1.8.5.2	ko:K15977,ko:K16937	ko00920,ko01120,map00920,map01120		R07177		ko00000,ko00001,ko01000	3.D.4.9			Bacteria	1V7NT@1239,4H4PD@909932,COG2259@1,COG2259@2	NA|NA|NA	S	DoxX family
GUT_GENOME001853_00544	546273.VEIDISOL_01012	GUT_GENOME001853_00544;4.6e-246	GUT_GENOME001853_00544;856.7	Negativicutes	lysA		4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPE9@1239,4H2IF@909932,COG0019@1,COG0019@2	NA|NA|NA	E	diaminopimelate decarboxylase
GUT_GENOME001853_00547	546273.VEIDISOL_00799	GUT_GENOME001853_00547;3.9e-190	GUT_GENOME001853_00547;670.6	Negativicutes				ko:K03569					ko00000,ko02048,ko03036,ko04812	1.A.33.1,9.B.157.1			Bacteria	1TP51@1239,4H1XS@909932,COG1077@1,COG1077@2	NA|NA|NA	D	Cell shape determining protein, MreB Mrl family
GUT_GENOME001853_00546	546273.VEIDISOL_00798	GUT_GENOME001853_00546;3e-122	GUT_GENOME001853_00546;444.5	Negativicutes	radC			ko:K03630					ko00000				Bacteria	1TQ3K@1239,4H2DZ@909932,COG2003@1,COG2003@2	NA|NA|NA	E	Belongs to the UPF0758 family
